School Name,Department Name,URL,Degree
Elon University,Financial Technology,https://www.elon.edu/u/academics/arts-and-sciences/history-geography/about-our-department/why-geography/,Undergraduate Major
Elon University,Food Studies,https://www.elon.edu/u/academics/arts-and-sciences/history-geography/about-our-department/why-geography/,Undergraduate Minor
Elon University,French,https://www.elon.edu/german,"Undergraduate Major, Undergraduate Minor"
Elon University,Game Design,https://www.elon.edu/u/academics/arts-and-sciences/global-film-and-cultures/,Undergraduate Minor
Elon University,Geographic Information Systems,https://www.elon.edu/u/academics/education/majors-minors/,Undergraduate Minor
Elon University,Geography,https://www.elon.edu/u/academics/communications/academics/health-communications-minor/,Undergraduate Minor
Elon University,German Studies,https://www.elon.edu/healthprofessions,Undergraduate Minor
Elon University,Global Film & Cultures,https://www.elon.edu/mhe,Undergraduate Minor
Elon University,Health & Wellness Coaching,https://www.elon.edu/u/academics/arts-and-sciences/history-geography/about-our-department/why-history/,Undergraduate Minor
Elon University,Health Communications,https://www.elon.edu/u/academics/business/management/human-resource-management/,Undergraduate Minor
Elon University,Health Professions1,https://www.elon.edu/u/academics/arts-and-sciences/human-services/,Pre-Professional Program
Elon University,Higher Education (MHE)2,https://www.elon.edu/u/academics/arts-and-sciences/independent-major/,Graduate Program
Elon University,History,https://www.elon.edu/imedia,"Undergraduate Major, Undergraduate Minor"
Elon University,Human Resource Management,https://www.elon.edu/u/academics/arts-and-sciences/international-global-studies/,"Undergraduate Major, Undergraduate Minor"
Elon University,Human Service Studies,https://www.elon.edu/u/academics/business/international-business/,"Undergraduate Major, Undergraduate Minor"
Elon University,Independent Major,https://www.elon.edu/u/academics/business/degree-programs/dual-degree/,Undergraduate Major
Elon University,Interactive Media2,https://www.elon.edu/u/academics/arts-and-sciences/religious-studies/majors-minors/interreligious-studies-minor/,Graduate Program
Elon University,International & Global Studies,https://www.elon.edu/u/academics/arts-and-sciences/islamic-studies/,"Undergraduate Major, Undergraduate Minor"
Elon University,International Business,https://www.elon.edu/italian,Undergraduate Major
Elon University,International Business Dual Degree,https://www.elon.edu/jazz,"Dual-Degree Program, Undergraduate Major"
Elon University,Interreligious Studies,https://www.elon.edu/jewishstudies,Undergraduate Minor
Elon University,Islamic Studies,https://www.elon.edu/u/academics/communications/academics/journalism/,Undergraduate Minor
Elon University,Italian Studies,https://www.elon.edu/u/academics/arts-and-sciences/latin-american-studies/,Undergraduate Minor
Elon University,Jazz Studies,https://www.elon.edu/law,Undergraduate Minor
Elon University,Jewish Studies,https://www.elon.edu/u/academics/arts-and-sciences/leadership/,Undergraduate Minor
Elon University,Journalism,https://www.elon.edu/pre-law,Undergraduate Major
Elon University,Latin American Studies,https://www.elon.edu/marketing,Undergraduate Minor
Elon University,Law2,https://www.elon.edu/u/academics/arts-and-sciences/mathematics-statistics/mathematics/,Graduate Program
Elon University,Leadership Studies,https://www.elon.edu/u/academics/communications/academics/media-analytics/,Undergraduate Minor
Elon University,Legal Professions1,https://www.elon.edu/middle_east/,Pre-Professional Program
Elon University,Literature,https://www.elon.edu/u/academics/education/majors-minors/,Undergraduate Minor
Elon University,Marketing,https://www.elon.edu/u/academics/education/majors-minors/,Undergraduate Major
Elon University,Mathematics,https://www.elon.edu/rotc,"Undergraduate Major, Undergraduate Minor"
Elon University,Media Analytics,https://www.elon.edu/u/academics/arts-and-sciences/english/majors-minors/multimedia-authoring-minor/,Undergraduate Major
Elon University,Middle East Studies,https://www.elon.edu/u/academics/arts-and-sciences/history-geography/about-our-department/museum-studies-public-history/,Undergraduate Minor
Elon University,Middle Grades Education,https://www.elon.edu/u/academics/arts-and-sciences/music/majors-minors/music-education/,Undergraduate Major
Elon University,Middle Grades Education & Special Education,https://www.elon.edu/u/academics/arts-and-sciences/music/majors-minors/music-in-liberal-arts/,Undergraduate Major
Elon University,Military Science/ROTC5,https://www.elon.edu/u/academics/arts-and-sciences/music/majors-minors/music-performance/,Other/Special Program
Elon University,Multimedia Authoring,https://www.elon.edu/u/academics/arts-and-sciences/music/majors-minors/music-production/,Undergraduate Minor
Elon University,Museum Studies & Public History,https://www.elon.edu/u/academics/arts-and-sciences/performing-arts/majors-minors/music-theatre-homepage/,Undergraduate Minor
Elon University,Music,https://www.elon.edu/u/academics/arts-and-sciences/neuroscience/,Undergraduate Minor
Elon University,Music Education3,https://www.elon.edu/nursing,Undergraduate Major
Elon University,Music in Liberal Arts,https://www.elon.edu/u/academics/education/outdoor-leadership-and-education/,Undergraduate Major
Elon University,Music Performance3,https://www.elon.edu/u/academics/arts-and-sciences/peace-conflict-studies/,Undergraduate Major
Elon University,Music Production & Recording Arts3,https://www.elon.edu/peacecorps,"Undergraduate Major, Undergraduate Minor"
Elon University,Music Theatre3,https://www.elon.edu/philosophy,Undergraduate Major
Elon University,Neuroscience,https://www.elon.edu/u/academics/arts-and-sciences/ppe/,Undergraduate Minor
Elon University,Nursing,https://www.elon.edu/pa,Undergraduate Major
Elon University,Outdoor Leadership & Education,https://www.elon.edu/physics,Undergraduate Major
Elon University,Peace & Conflict Studies,https://www.elon.edu/u/academics/arts-and-sciences/music/majors-minors/piano-pedagogy-minor/,Undergraduate Minor
Elon University,Peace Corps Prep5,https://www.elon.edu/u/academics/arts-and-sciences/political-science/political-science-program/,Other/Special Program
Elon University,Philosophy,https://www.elon.edu/u/academics/arts-and-sciences/poverty-studies/,"Undergraduate Major, Undergraduate Minor"
Elon University,"Philosophy, Politics & Economics",https://www.elon.edu/u/academics/business/marketing/professional-sales/,Undergraduate Minor
Elon University,Photography,https://www.elon.edu/pwr,Undergraduate Minor
Elon University,Physician Assistant Studies2,https://www.elon.edu/u/academics/arts-and-sciences/professional-writing-studies/,Graduate Program
Elon University,Physics,https://www.elon.edu/u/academics/business/management/project-management/,"Undergraduate Major, Undergraduate Minor"
Elon University,Piano Pedagogy,https://www.elon.edu/psychology,Undergraduate Minor
Elon University,Political Science,https://www.elon.edu/public-health,"Undergraduate Major, Undergraduate Minor"
Elon University,Poverty & Social Justice,https://www.elon.edu/u/academics/arts-and-sciences/political-science/policy-studies-program/,Undergraduate Minor
Elon University,Professional Sales,https://www.elon.edu/religiousstudies,Undergraduate Minor
Elon University,Professional Writing & Rhetoric,https://www.elon.edu/u/academics/education/majors-minors/,Undergraduate Major
Elon University,Professional Writing Studies,https://www.elon.edu/u/academics/education/majors-minors/,Undergraduate Minor
Elon University,Project Management,https://www.elon.edu/u/academics/arts-and-sciences/sociology-anthropology/about-our-department/about-sociology/,Undergraduate Major
Elon University,Psychology,https://www.elon.edu/spanish,"Undergraduate Major, Undergraduate Minor"
Elon University,Public Health Studies,https://www.elon.edu/u/academics/arts-and-sciences/spanish-studies/,"Undergraduate Major, Undergraduate Minor"
Elon University,Public Policy,https://www.elon.edu/u/academics/communications/sport-management/,"Undergraduate Major, Undergraduate Minor"
Elon University,Religious Studies,https://www.elon.edu/u/academics/arts-and-sciences/mathematics-statistics/statistics/,"Undergraduate Major, Undergraduate Minor"
Elon University,Science Education,https://www.elon.edu/u/academics/communications/academics/strategic-communications/,Undergraduate Major
Elon University,Secondary Education,https://www.elon.edu/u/academics/business/marketing/supply-chain-management/,Undergraduate Major
Elon University,Sociology,https://www.elon.edu/u/academics/arts-and-sciences/sustainable-enterprises/,"Undergraduate Major, Undergraduate Minor"
Elon University,Spanish,https://www.elon.edu/u/academics/education/majors-minors/,"Undergraduate Major, Undergraduate Minor"
Elon University,Spanish with Teacher Licensure,https://www.elon.edu/u/academics/arts-and-sciences/english/majors-minors/teaching-english-to-speakers-of-other-languages-minor/,Undergraduate Major
Elon University,Sport Management,https://www.elon.edu/u/academics/arts-and-sciences/performing-arts/majors-minors/theatrical-design-technology-homepage/,"Undergraduate Major, Undergraduate Minor"
Elon University,Statistics,https://www.elon.edu/womengender,"Undergraduate Major, Undergraduate Minor"
