School Name,Department Name,URL,Degree,Description
Bath Spa University,Performance (Acting),https://www.bathspa.ac.uk/courses/pg-performance-acting/,Level: Postgraduate,"Take your acting career to the next level with our practical, professional MA Acting course."
Bath Spa University,Performance (Creative Producing),https://www.bathspa.ac.uk/courses/pg-performance-creative-producing/,Level: Postgraduate,Do you want to produce live performances? This course is for creative producers at all stages of their career.
Bath Spa University,Performance (Directing),https://www.bathspa.ac.uk/courses/pg-performance-directing/,Level: Postgraduate,A postgraduate course for directors of theatre and live performance at all stages of their career.
Bath Spa University,Performance (Music),https://www.bathspa.ac.uk/courses/pg-performance-music/,Level: Postgraduate,Enhance your understanding of the industry and develop your performance skills on this collaborative MA Music course.
Bath Spa University,PGCE Primary and Early Years,https://www.bathspa.ac.uk/courses/pgce-primary-and-early-years/,Level: PGCE / Teaching,Become an innovative and inspiring teacher on our PGCE Primary and Early Years course.
Bath Spa University,PGCE Secondary Art and Design,https://www.bathspa.ac.uk/courses/pgce-secondary-art-and-design/,Level: PGCE / Teaching,Become an innovative and inspiring teacher on our Secondary PGCE Art and Design course.
Bath Spa University,PGCE Secondary Business Studies,https://www.bathspa.ac.uk/courses/pgce-secondary-business-studies/,Level: PGCE / Teaching,Become an innovative and inspiring teacher on our Secondary PGCE Business Studies course.
Bath Spa University,PGCE Secondary Computing,https://www.bathspa.ac.uk/courses/pgce-secondary-computing/,Level: PGCE / Teaching,Become an innovative and inspiring teacher on our Secondary PGCE Computing course.
Bath Spa University,PGCE Secondary Design and Technology,https://www.bathspa.ac.uk/courses/pgce-secondary-design-and-technology/,Level: PGCE / Teaching,Become an innovative and inspiring teacher on our Secondary PGCE Design and Technology course.
Bath Spa University,PGCE Secondary Drama,https://www.bathspa.ac.uk/courses/pgce-secondary-drama/,Level: PGCE / Teaching,Become an innovative and inspiring teacher on our Secondary PGCE Drama course.
Bath Spa University,PGCE Secondary English,https://www.bathspa.ac.uk/courses/pgce-secondary-english/,Level: PGCE / Teaching,Become an innovative and inspiring teacher on our Secondary PGCE English course.
Bath Spa University,PGCE Secondary Geography,https://www.bathspa.ac.uk/courses/pgce-secondary-geography/,Level: PGCE / Teaching,Become an innovative and inspiring teacher on our Secondary PGCE Geography course.
Bath Spa University,PGCE Secondary History,https://www.bathspa.ac.uk/courses/pgce-secondary-history/,Level: PGCE / Teaching,Become an innovative and inspiring teacher on our Secondary PGCE History course.
Bath Spa University,PGCE Secondary Mathematics,https://www.bathspa.ac.uk/courses/pgce-secondary-mathematics/,Level: PGCE / Teaching,Become an innovative and inspiring teacher on our Secondary PGCE Mathematics course.
Bath Spa University,PGCE Secondary Modern Languages,https://www.bathspa.ac.uk/courses/pgce-secondary-modern-languages/,Level: PGCE / Teaching,Become an innovative and inspiring teacher on our Secondary PGCE Modern Languages course.
Bath Spa University,PGCE Secondary Music,https://www.bathspa.ac.uk/courses/pgce-secondary-music/,Level: PGCE / Teaching,Become an innovative and inspiring teacher on our Secondary PGCE Music course.
Bath Spa University,PGCE Secondary Physical Education,https://www.bathspa.ac.uk/courses/pgce-secondary-physical-education/,Level: PGCE / Teaching,Become an innovative and inspiring teacher on our Secondary Physical Education course.
Bath Spa University,"PGCE Secondary Religion, Philosophy and Ethics",https://www.bathspa.ac.uk/courses/pgce-secondary-religion-philosophy-and-ethics/,Level: PGCE / Teaching,Become an innovative and inspiring teacher on our Secondary Religious Education course.
Bath Spa University,PGCE Secondary Science,https://www.bathspa.ac.uk/courses/pgce-secondary-science/,Level: PGCE / Teaching,Become an innovative and inspiring teacher on our Secondary Science course.
Bath Spa University,PGCert Professional Education (SENCO),https://www.bathspa.ac.uk/courses/pg-senco/,Level: Postgraduate,Postgraduate training in special educational needs coordination.
Bath Spa University,Philosophy and Ethics,https://www.bathspa.ac.uk/courses/ug-philosophy-and-ethics/,Level: Undergraduate,"Our innovative Philosophy and Ethics degree has been designed to help you develop practical and professional skills that you can apply to contemporary challenges, issues and debates."
Bath Spa University,Philosophy and Ethics and Psychology,https://www.bathspa.ac.uk/courses/ug-philosophy-and-ethics-and-psychology/,Level: Undergraduate,Gain employable skills and explore how and why we think with a combined Philosophy and Psychology degree.
Bath Spa University,Photography,https://www.bathspa.ac.uk/courses/ug-photography/,Level: Undergraduate,"Engage with photography in an experimental, creative and critical environment."
Bath Spa University,"Politics, Philosophy and Economics",https://www.bathspa.ac.uk/courses/ug-politics-philosophy-and-economics/,Level: Undergraduate,"How does the world work, and how can it be changed? This course explores issues of philosophy, politics and economics, and challenges you to devise creative solutions to local, national and global problems."
Bath Spa University,Primary and Early Years (part time),https://www.bathspa.ac.uk/courses/pgce-primary-and-early-years-pt/,Level: PGCE / Teaching,Become an innovative and inspiring teacher on our part-time PGCE Primary and Early Years course.
Bath Spa University,Primary Education (5-11) with QTS,https://www.bathspa.ac.uk/courses/ug-primary-education-with-qts/,Level: Undergraduate,"This Primary Education with QTS course will give you the knowledge, skills and confidence to shine and leads to the award of QTS."
Bath Spa University,Product Design,https://www.bathspa.ac.uk/courses/ug-product-design/,Level: Undergraduate,This contemporary design course focuses on making and innovation to address the future of production.
Bath Spa University,Professional Doctorate in Education,https://www.bathspa.ac.uk/courses/edd-professional-doctorate-in-education/,Level: Research Degree,Enhance your career in education with our Professional Doctorate.
Bath Spa University,Professional Practice,https://www.bathspa.ac.uk/courses/pg-professional-practice/,Level: Postgraduate,"Gain an in-depth understanding of your current area of professional practice with our flexible MA. Designed for busy schedules, this course is suitable for working professionals."
Bath Spa University,Professional Practice in Higher Education,https://www.bathspa.ac.uk/courses/pg-professional-practice-in-he/,Level: Postgraduate,A programme to help staff and research students address the key challenges of working in higher education.
Bath Spa University,Psychology,https://www.bathspa.ac.uk/courses/ug-psychology/,Level: Undergraduate,Understand the mind and human behaviour from a range of perspectives and methodologies.
Bath Spa University,Psychology and Sociology,https://www.bathspa.ac.uk/courses/ug-psychology-and-sociology/,Level: Undergraduate,Broaden your knowledge and examine the complexities of societies and individuals with a Psychology and Sociology degree.
Bath Spa University,Publishing,https://www.bathspa.ac.uk/courses/ug-publishing/,Level: Undergraduate,"Study Publishing as a joint subject and learn to shape stories, information and ideas for print and digital."
Bath Spa University,Scriptwriting,https://www.bathspa.ac.uk/courses/pg-scriptwriting/,Level: Postgraduate,"A collaborative, practical course designed to produce versatile, professional writers and compelling scripts."
Bath Spa University,Skills Bootcamp in Agile and Scrum Foundation (West Midlands),https://www.bathspa.ac.uk/courses/agile-and-scrum-bootcamp-west-midlands/,Level: Short Course,"Learn about the Agile mindset, common Agile practices and advanced Scrum concepts in our eight week Skills Bootcamp."
Bath Spa University,Skills Bootcamp in Agile Project Management,https://www.bathspa.ac.uk/courses/project-management-bootcamp/,Level: Short Course,During this eight week Skills Bootcamp in Agile Project Management you'll learn about the key Agile methodology frameworks and how to apply them within project management scenarios.
Bath Spa University,Skills Bootcamp in Agile Project Management and AI for your organisation,https://www.bathspa.ac.uk/courses/agile-and-ai-bootcamp/,Level: Short Course,Learn about Agile methodologies and how to implement artificial intelligence and machine learning principles in the workplace.
Bath Spa University,Skills Bootcamp in Data Analytics and Machine Learning,https://www.bathspa.ac.uk/courses/data-analytics-and-machine-learning-bootcamp/,Level: Short Course,"During this eight week Skills Bootcamp in Data Analytics and Machine Learning, you’ll learn the skills needed to start a career as a Data Analyst, Business Analyst or Data Scientist."
Bath Spa University,Skills Bootcamp in Scrum Foundation,https://www.bathspa.ac.uk/courses/scrum-foundation-bootcamp/,Level: Short Course,During this eight week Skills Bootcamp in Scrum Foundation you'll learn about Agile principles and the Scrum framework.
Bath Spa University,Skills Bootcamp in UX/UI Design,https://www.bathspa.ac.uk/courses/ux-ui-bootcamp/,Level: Short Course,In this ten week Skills Bootcamp in UX/UI Design you’ll develop the fundamental skills needed to start your journey as a User Experience (UX)/User Interface (UI) Designer.
Bath Spa University,Sociology,https://www.bathspa.ac.uk/courses/ug-sociology/,Level: Undergraduate,"A course for individuals interested in social issues, who want to help make the world a better place."
Bath Spa University,Sociology and Politics,https://www.bathspa.ac.uk/courses/ug-sociology-and-politics/,Level: Undergraduate,"Discover the power and limitations of activism, social justice, ethical politics, and sustainability on this Politics and Sociology undergraduate course."
Bath Spa University,Sound (Composition and Sonic Art),https://www.bathspa.ac.uk/courses/pg-sound-composition-and-sonic-art/,Level: Postgraduate,Realise and refine your own creative identity in sound and music with our MA in Composition and Sonic Art.
Bath Spa University,Sound (Design),https://www.bathspa.ac.uk/courses/pg-sound-design/,Level: Postgraduate,"Develop a range of sound design skills, industry-standard experience, and a high-quality portfolio that showcases everything you’ve learned on our MA Sound (Design)."
Bath Spa University,Sound (Production),https://www.bathspa.ac.uk/courses/pg-sound-production/,Level: Postgraduate,Develop your own sonic signature through this forward-thinking music and sound production course.
Bath Spa University,Specific Learning Difficulties / Dyslexia,https://www.bathspa.ac.uk/courses/pg-specific-learning-difficulties-dyslexia/,Level: Postgraduate,Gain specialist skills while you work. We’ve designed this BDA-accredited MA SpLD / Dyslexia to fit around you.
Bath Spa University,Specific Learning Difficulties / Dyslexia,https://www.bathspa.ac.uk/courses/pg-cert-specific-learning-difficulties-dyslexia/,Level: Postgraduate,Gain specialist skills while you work. We’ve designed this BDA-accredited PGCert SpLD / Dyslexia to fit around you.
Bath Spa University,Sport and Exercise Nutrition,https://www.bathspa.ac.uk/courses/ug-sport-and-exercise-nutrition/,Level: Undergraduate,"Explore the science behind diet, sports performance and health on our Sport and Exercise Nutrition degree."
Bath Spa University,Sports Management,https://www.bathspa.ac.uk/courses/ug-sports-management/,Level: Undergraduate,Learn about the sporting industry from the inside with our sports business and management degree.
Bath Spa University,Sports Media Production,https://www.bathspa.ac.uk/courses/ug-sports-media-production/,Level: Undergraduate,"Become part of the next generation of creatives on this exciting Sports Media Production course, using cutting-edge facilities, studios, equipment and resources."
Bath Spa University,Starting a Side Hustle,https://www.bathspa.ac.uk/courses/sc-starting-a-side-hustle/,Level: Short Course,"Learn how to find your target audience, market your product or service and manage your business's finances on this four day Entrepreneurship for Beginners short course."
Bath Spa University,Story Foundry PhD (Low Residency),https://www.bathspa.ac.uk/courses/phd-story-foundry/,Level: Research Degree,"Our Story Foundry PhD offers an innovative liberal arts PhD for contemporary writers, storytellers and makers whose project proposals do not fit neatly into traditional academic boxes."
Bath Spa University,Story Foundry PhD by Publication (Distance Learning),https://www.bathspa.ac.uk/courses/phd-story-foundry-publication/,Level: Research Degree,Our Story Foundry PhD by Publication is for established practitioners with a substantial body of work. This international programme encourages innovative and interdisciplinary forms of practice with a narrative or story-based focus.
Bath Spa University,Teach First Training Programme,https://www.bathspa.ac.uk/courses/pg-teach-first-training-programme/,Level: PGCE / Teaching,The Teach First Training Programme combines teacher and leadership training. The programme is based on global best practice.
Bath Spa University,Textile Design,https://www.bathspa.ac.uk/courses/ug-textile-design/,Level: Undergraduate,Interested in textiles? This dynamic and demanding course aims to create the designers and innovators of the future.
Bath Spa University,"Theatre, Festival and Event Production",https://www.bathspa.ac.uk/courses/ug-theatre-festival-and-event-production/,Level: Undergraduate,Professional theatre training delivered in partnership with the theatre production industry.
Bath Spa University,Waldorf Education and Creative Pedagogies (Low Residency),https://www.bathspa.ac.uk/courses/pg-waldorf-education-and-creative-pedagogies/,Level: Postgraduate,"Expand your career horizons and nurture your passion for creativity in education. If you have a teaching qualification, this ‘top up’ course has been designed with you in mind."
Bath Spa University,Wildlife Conservation,https://www.bathspa.ac.uk/courses/ug-wildlife-conservation/,Level: Undergraduate,"Explore conservation biology, ecology and human-wildlife interaction with a creative interdisciplinary approach, and help develop ways to protect the natural world."
Bath Spa University,Writing for Young People,https://www.bathspa.ac.uk/courses/pg-writing-for-young-people/,Level: Postgraduate,A specialist creative writing MA for writers for children and young adults taught by published authors.
Bath Spa University,Writing for Young People (Online),https://www.bathspa.ac.uk/courses/pg-writing-for-young-people-online/,Level: Postgraduate,A specialist creative writing MA for writers for children and young adults taught online by published authors.
Bath Spa University,Writing for Young People - Writing Workshop,https://www.bathspa.ac.uk/courses/sc-wfyp-writing-workshop/,Level: Short Course,Improve your writing and finish your manuscript through a series of workshops over ten weeks.
Bath Spa University,Writing for Young People - Writing Workshop (London),https://www.bathspa.ac.uk/courses/sc-wfyp-writing-workshop-london/,Level: Short Course,Improve your writing and finish your manuscript through a series of workshops over ten weeks.
